repo_name,pr_url,filepath,class_name,method_name,is_truly_added,survival_status,code_loc,char_length,tokens,docstring_words,method_name_words,is_getter,is_setter,is_IsHas,is_test,is_in_test_code,is_private,is_dunder_method,has_return,number_of_variable,number_of_print,cyclomatic_complexity,halstead_volume,max_nesting_depth,param_count,call_expression_count,comment_ratio,uses_try_except,uses_constants,avg_var_name_length,status
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1229,alpha_factory_v1/demos/alpha_agi_insight_v1/tests/test_codegen_safety.py,DummyBus,__init__,1,noref_survived,3,120,25,0,1,0,0,0,0,1,0,1,0,2,0,1,0.0,0,2,0,0.0,0,0,6.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1231,tests/test_selector_v2.py,,sample_distribution,1,noref_survived,7,295,88,0,2,0,0,0,0,1,0,0,1,2,0,4,15.509775004326936,1,4,7,0.0,0,0,4.166666666666667,survived
marin,https://github.com/marin-community/marin/pull/1440,marin/rl/envs/math_env.py,MathEnvConfig,build,1,noref_survived,13,454,83,0,1,0,0,0,0,0,0,0,1,2,0,1,3.0,0,4,4,0.0,0,0,7.0,survived
marin,https://github.com/marin-community/marin/pull/1440,tests/rl/test_math_env.py,,sink,1,noref_survived,2,81,12,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0,1,1,0.0,0,0,6.0,survived
marin,https://github.com/marin-community/marin/pull/1440,marin/rl/env.py,SimpleEnv,run,1,noref_survived,6,343,46,8,1,0,0,0,0,0,0,0,0,1,0,3,2.0,2,1,4,0.0,0,0,5.0,survived
marin,https://github.com/marin-community/marin/pull/1440,tests/rl/test_math_env.py,,_fake_load_dataset,1,noref_survived,3,102,18,0,3,0,0,0,0,1,1,0,1,0,0,2,4.754887502163469,0,3,0,0.0,0,0,2.333333333333333,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/366,alpha_factory_v1/demos/era_of_experience/reward_backends/template.py,,reward,1,noref_survived,2,495,21,43,1,0,0,0,0,0,0,0,1,0,0,1,0.0,0,3,0,0.0526315789473684,0,0,5.666666666666667,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/438,alpha_factory_v1/demos/alpha_agi_business_v1/openai_agents_bridge.py,,trigger_memory,1,noref_survived,4,158,27,0,2,0,0,0,0,0,0,0,1,1,0,1,0.0,0,0,3,0.0,0,1,4.0,survived
mochi,https://github.com/mochilang/mochi/pull/13067,tests/rosetta/transpiler/Python/bitmap.py,,_now,1,noref_survived,6,177,32,0,1,0,0,0,0,1,1,0,1,1,0,2,28.529325012980813,1,0,2,0.0,0,0,9.0,survived
mochi,https://github.com/mochilang/mochi/pull/13160,tests/rosetta/transpiler/Python/convert-seconds-to-compound-duration.py,,_now,1,noref_survived,6,177,32,0,1,0,0,0,0,1,1,0,1,1,0,2,28.529325012980813,1,0,2,0.0,0,0,9.0,survived
mochi,https://github.com/mochilang/mochi/pull/13160,tests/rosetta/transpiler/Python/count-in-factors.py,,_now,1,noref_survived,6,177,32,0,1,0,0,0,0,1,1,0,1,1,0,2,28.529325012980813,1,0,2,0.0,0,0,9.0,survived
mochi,https://github.com/mochilang/mochi/pull/13160,tests/rosetta/transpiler/Python/constrained-genericity-3.py,,_now,1,noref_survived,6,177,32,0,1,0,0,0,0,1,1,0,1,1,0,2,28.529325012980813,1,0,2,0.0,0,0,9.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1202,tests/test_lineage_dashboard.py,,test_load_df,1,noref_survived,9,341,93,0,3,0,0,0,1,1,0,0,0,3,0,4,39.86313713864836,0,1,6,0.0,0,0,4.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/901,alpha_factory_v1/demos/alpha_agi_insight_v1/src/agents/adk_adapter.py,ADKAdapter,heartbeat,1,noref_survived,4,179,30,6,1,0,0,0,0,0,0,0,0,1,0,2,0.0,1,1,3,0.0,0,0,4.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3653,alpha_factory_v1/demos/alpha_agi_insight_v1/tests/test_api_server_subprocess.py,,_wait_results,1,noref_survived,24,830,143,0,2,0,0,0,0,1,1,0,1,5,0,6,39.86313713864836,3,5,10,0.0,0,0,4.818181818181818,survived
mochi,https://github.com/mochilang/mochi/pull/10322,tests/transpiler/x/py/pure_fold.py,,triple,1,noref_survived,2,32,10,0,1,0,0,0,0,1,0,0,1,0,0,1,4.754887502163469,0,1,0,0.0,0,0,1.0,survived
mochi,https://github.com/mochilang/mochi/pull/10322,tests/transpiler/x/py/pure_global_fold.py,,inc,1,noref_survived,2,29,10,0,1,0,0,0,0,1,0,0,1,0,0,1,4.754887502163469,0,1,0,0.0,0,0,1.0,survived
waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/62,servers/server_clear_thought/tests/test_new_tools.py,,test_value_of_information,1,noref_survived,9,342,69,0,4,0,0,0,1,1,0,0,0,3,0,3,13.931568569324174,0,0,5,0.0,0,0,4.666666666666667,survived
waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/62,servers/server_clear_thought/tests/test_new_tools.py,,test_comparative_advantage,1,noref_survived,9,298,67,0,3,0,0,0,1,1,0,0,0,3,0,3,13.931568569324174,0,0,5,0.0,0,0,4.666666666666667,survived
waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/62,servers/server_clear_thought/core/base_tool.py,BaseTool,execute,1,noref_survived,2,99,24,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,2,0,0.0,0,0,5.5,survived
waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/62,servers/server_clear_thought/tools/seven_seekers_orchestrator.py,SevenSeekersOrchestrator,execute,1,noref_survived,10,481,99,0,1,0,0,0,0,0,0,0,1,4,0,6,4.754887502163469,0,2,3,0.0,0,0,6.833333333333333,survived
waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/62,servers/server_clear_thought/core/utils.py,,random_confidences,1,noref_survived,2,112,36,0,2,0,0,0,0,0,0,0,1,0,0,2,0.0,0,1,3,0.0,0,0,1.0,survived
waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/62,servers/server_clear_thought/tests/test_new_tools.py,,test_analogical_mapper,1,noref_survived,9,279,55,0,3,0,0,0,1,1,0,0,0,3,0,3,13.931568569324174,0,0,5,0.0,0,0,4.666666666666667,survived
waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/62,servers/server_clear_thought/tests/test_new_tools.py,,test_assumption_xray,1,noref_survived,9,293,61,0,3,0,0,0,1,1,0,0,0,3,0,3,13.931568569324174,0,0,5,0.0,0,0,4.666666666666667,survived
waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/64,servers/server_clear_thought/tests/test_new_tools.py,,test_analogical_mapper,1,noref_survived,9,279,55,0,3,0,0,0,1,1,0,0,0,3,0,3,13.931568569324174,0,0,5,0.0,0,0,4.666666666666667,survived
waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/64,servers/server_clear_thought/tools/assumption_xray.py,AssumptionXray,execute,1,noref_survived,10,439,85,0,1,0,0,0,0,0,0,0,1,4,0,3,4.754887502163469,0,2,5,0.0,0,0,7.0,survived
waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/64,servers/server_clear_thought/tools/assumption_xray.py,AssumptionXray,execute,1,noref_survived,10,439,85,0,1,0,0,0,0,0,0,0,1,4,0,3,4.754887502163469,0,2,5,0.0,0,0,7.0,survived
waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/64,servers/server_clear_thought/tools/value_of_information.py,ValueOfInformation,execute,1,noref_survived,7,341,71,0,1,0,0,0,0,0,0,0,1,2,0,3,15.509775004326936,0,2,3,0.0,0,0,7.25,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1409,tests/test_meme_reuse.py,,test_meme_reuse,1,noref_survived,6,238,53,0,3,0,0,0,1,1,0,0,0,3,0,3,15.509775004326936,0,0,3,0.0,0,0,3.6666666666666665,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/931,alpha_factory_v1/demos/alpha_agi_insight_v1/src/agents/codegen_agent.py,CodeGenAgent,_apply_limits,1,noref_survived,8,350,50,0,2,0,0,0,0,0,1,0,0,1,0,2,12.0,1,0,2,0.0,1,0,3.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/932,alpha_factory_v1/demos/alpha_agi_insight_v1/src/interface/cli.py,,run_orchestrator,1,noref_survived,8,368,48,5,2,0,0,0,0,0,0,0,0,1,0,4,15.509775004326936,1,1,6,0.0,1,0,5.5,survived
openai-agents-python,https://github.com/openai/openai-agents-python/pull/818,tests/test_handoff_tool.py,,test_get_transfer_message_is_valid_json,1,noref_survived,5,217,44,0,7,0,0,0,1,1,0,0,0,3,0,2,4.754887502163469,0,0,4,0.0,0,0,5.333333333333333,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/987,alpha_factory_v1/demos/alpha_agi_insight_v1/src/utils/config.py,Settings,__init__,1,noref_survived,12,668,99,0,1,0,0,0,0,0,0,1,0,3,0,6,18.09473750504809,2,2,7,0.0,1,0,4.0,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/102,tests/unit/test_telemetry_client.py,,test_send_http_error,1,noref_survived,13,575,104,0,4,0,0,0,1,1,0,0,0,8,0,1,0.0,2,0,10,0.0,0,0,4.0,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/102,tests/unit/test_telemetry_client.py,,test_attach_runner,1,noref_survived,14,613,116,0,3,0,0,0,1,1,0,0,1,4,0,2,0.0,0,1,11,0.0555555555555555,0,0,7.8,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/102,src/aiohttp/__init__.py,Response,text,1,noref_survived,2,43,9,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,0,0.0,0,0,4.0,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/102,src/meta_agent/services/telemetry_client.py,TelemetryAPIClient,attach_runner,1,noref_survived,17,1251,130,42,2,0,0,0,0,0,0,0,1,4,0,1,19.651484454403228,2,3,8,0.0,1,0,7.5,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/103,tests/unit/test_telemetry_collector.py,,test_summary_line,1,noref_survived,8,210,39,0,3,0,0,0,1,1,0,0,0,2,0,4,20.89735285398626,0,0,4,0.0,0,0,2.5,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/105,tests/unit/test_telemetry_collector.py,,test_record_event,1,noref_survived,11,371,68,0,3,0,0,0,1,1,0,0,0,2,0,4,25.26619429851844,0,0,3,0.0,0,0,1.5,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/107,src/meta_agent/telemetry_db.py,TelemetryDB,close,1,noref_survived,2,54,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,1,0.0,0,0,4.0,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/107,src/meta_agent/telemetry_db.py,TelemetryDB,fetch_all,1,noref_survived,15,515,74,0,2,0,0,0,0,0,0,0,1,2,0,2,0.0,0,1,3,0.0,0,0,3.6666666666666665,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/107,tests/unit/test_telemetry_db.py,,test_record_and_fetch,1,noref_survived,9,276,68,0,4,0,0,0,1,1,0,0,0,3,0,4,27.0,0,1,6,0.0,0,0,5.25,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/108,tests/unit/test_telemetry_client.py,,test_send_retry_success,1,noref_survived,21,886,164,0,4,0,0,0,1,1,0,0,0,14,0,3,13.931568569324174,1,0,12,0.0,0,0,4.666666666666667,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/109,tests/unit/test_telemetry_db.py,,test_collector_with_db,1,noref_survived,9,311,58,0,4,0,0,0,1,1,0,0,0,3,0,3,15.509775004326936,0,1,7,0.0,0,0,5.75,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/109,src/meta_agent/telemetry_db.py,TelemetryDB,_init_db,1,noref_survived,15,443,30,0,2,0,0,0,0,0,1,0,0,1,0,1,0.0,0,1,3,0.0,0,0,3.5,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/109,tests/unit/test_telemetry_db.py,,test_record_and_fetch,1,noref_survived,9,276,68,0,4,0,0,0,1,1,0,0,0,3,0,4,27.0,0,1,6,0.0,0,0,5.25,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/109,tests/unit/test_telemetry_db.py,,test_purge_old,1,noref_survived,10,368,75,0,3,0,0,0,1,1,0,0,0,3,0,2,15.509775004326936,0,1,7,0.0909090909090909,0,0,5.75,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/109,src/meta_agent/telemetry_db.py,TelemetryDB,record,1,noref_survived,10,418,72,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0,0,5,6,0.0,0,0,6.333333333333333,survived
python-hosts,https://github.com/jonhadfield/python-hosts/pull/57,tests/test_utils.py,,test_dedupe_list_preserves_order,1,noref_survived,3,196,32,7,5,0,0,0,1,1,0,0,0,1,0,2,4.754887502163469,0,0,1,0.0,0,0,5.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2799,scripts/generate_gallery_html.py,,insert_back_link,1,noref_survived,25,1029,167,11,3,0,0,0,0,0,0,0,0,7,0,10,66.60791492653966,4,1,14,0.0,0,1,5.625,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2263,tests/test_aiga_agents_bridge.py,,test_bridge_launch,1,noref_survived,20,608,95,5,3,0,0,0,1,1,0,0,0,2,0,3,15.509775004326936,2,0,7,0.0,1,1,2.6666666666666665,survived
ChaGPT-API-Call,https://github.com/ChristopheZhao/ChaGPT-API-Call/pull/15,manager.py,,text_to_speech,1,noref_survived,15,558,95,0,3,0,0,0,0,0,0,0,1,2,0,4,11.60964047443681,2,0,5,0.0,1,0,7.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/453,alpha_factory_v1/demos/meta_agentic_tree_search_v0/mats/tree.py,Tree,best_leaf,1,noref_survived,9,305,72,0,2,0,0,0,0,0,0,0,1,4,0,5,51.89147427955947,2,1,2,0.0,0,0,3.6,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2537,alpha_factory_v1/common/utils/logging.py,_JsonFormatter,format,1,noref_survived,8,335,63,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0,0,2,4,0.0,0,0,4.666666666666667,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2537,alpha_factory_v1/common/utils/config.py,,_env_int,1,noref_survived,5,159,37,0,2,0,0,0,0,0,1,0,1,0,0,2,0.0,1,2,2,0.0,1,0,5.5,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2537,alpha_factory_v1/common/utils/messaging.py,A2ABus,__init__,1,noref_survived,8,539,120,0,1,0,0,0,0,0,0,1,0,7,0,1,4.754887502163469,0,2,3,0.0,0,0,6.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2537,alpha_factory_v1/common/utils/logging.py,Ledger,log,1,noref_survived,24,1330,204,7,1,0,0,0,0,0,0,0,0,6,0,6,38.05374780501028,3,2,15,0.0,0,0,5.875,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2541,alpha_factory_v1/backend/services/api_server_service.py,APIServer,rest_task,1,noref_survived,2,82,17,0,2,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,0,0.0,0,0,4.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2541,alpha_factory_v1/backend/services/kafka_service.py,KafkaService,publish,1,noref_survived,2,102,31,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,3,1,0.0,0,0,4.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2541,tests/test_kafka_service.py,DummyBus,publish,1,noref_survived,2,79,20,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0,3,1,0.0,0,0,4.0,survived
instructor,https://github.com/567-labs/instructor/pull/1702,tests/test_logging.py,,test_from_provider_logging,1,noref_survived,8,321,52,0,4,0,0,0,1,1,0,0,0,0,0,3,13.931568569324174,0,1,6,0.0,0,0,6.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2307,tests/test_memory_agent_file_persistence.py,,test_memory_agent_env_var_cap,1,noref_survived,15,783,185,0,6,0,0,0,1,1,0,0,0,7,0,4,25.26619429851844,2,2,16,0.0,0,0,6.111111111111111,survived
mochi,https://github.com/mochilang/mochi/pull/8681,tests/dataset/tpc-h/compiler/py/q8.py,Auto1,__getitem__,1,noref_survived,2,66,15,0,1,0,0,0,0,1,0,1,1,0,0,1,0.0,0,2,1,0.0,0,0,3.5,survived
mochi,https://github.com/mochilang/mochi/pull/8681,tests/dataset/tpc-h/compiler/py/q10.py,Auto2,__getitem__,1,noref_survived,2,66,15,0,1,0,0,0,0,1,0,1,1,0,0,1,0.0,0,2,1,0.0,0,0,3.5,survived
mochi,https://github.com/mochilang/mochi/pull/8681,tests/dataset/tpc-h/compiler/py/q1.py,Auto1,__getitem__,1,noref_survived,2,66,15,0,1,0,0,0,0,1,0,1,1,0,0,1,0.0,0,2,1,0.0,0,0,3.5,survived
mochi,https://github.com/mochilang/mochi/pull/8681,tests/dataset/tpc-h/compiler/py/q4.py,_Group,__len__,1,noref_survived,2,54,13,0,1,0,0,0,0,1,0,1,1,0,0,1,0.0,0,1,1,0.0,0,0,4.0,survived
mochi,https://github.com/mochilang/mochi/pull/8681,tests/dataset/tpc-h/compiler/py/q5.py,_Group,__len__,1,noref_survived,2,54,13,0,1,0,0,0,0,1,0,1,1,0,0,1,0.0,0,1,1,0.0,0,0,4.0,survived
mochi,https://github.com/mochilang/mochi/pull/8681,tests/dataset/tpc-h/compiler/py/q7.py,Auto2,__getitem__,1,noref_survived,2,66,15,0,1,0,0,0,0,1,0,1,1,0,0,1,0.0,0,2,1,0.0,0,0,3.5,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/156,src/meta_agent/embedding_models.py,_NPStub,__init__,1,noref_survived,2,78,15,0,1,0,0,0,0,0,0,1,0,1,0,1,0.0,0,1,1,0.0,0,0,4.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1951,alpha_factory_v1/demos/cross_industry_alpha_factory/openai_agents_bridge.py,AgentRuntime,__init__,1,noref_survived,2,99,15,0,1,0,0,0,0,0,0,1,0,0,0,1,0.0,0,3,0,0.0,0,0,2.333333333333333,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/205,tests/test_agent_base.py,DummyAgent,__init__,1,noref_survived,3,74,18,0,1,0,0,0,0,1,0,1,0,1,0,1,0.0,0,1,2,0.0,0,0,4.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/206,tests/test_ping_agent.py,DummyOrch,publish,1,noref_survived,2,85,23,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0,3,1,0.0,0,0,4.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/789,tests/test_forecast.py,,test_forecast_disruptions_trigger_and_gain,1,noref_survived,7,400,94,0,6,0,0,0,1,1,0,0,0,3,0,3,15.509775004326936,0,1,4,0.0,0,0,5.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2215,tests/test_self_healer_pipeline.py,,test_self_healer_aborts_on_invalid_diff,1,noref_survived,30,1514,310,0,7,0,0,0,1,1,0,0,1,8,0,4,80.0,0,3,21,0.0,0,0,6.9,survived
opendbc,https://github.com/commaai/opendbc/pull/2539,opendbc/can/parser.py,CANParser,__init__,1,noref_survived,45,1967,468,0,1,0,0,0,0,0,0,1,0,26,0,10,167.37179237410948,2,4,18,0.0,0,1,6.0,survived
opendbc,https://github.com/commaai/opendbc/pull/2539,opendbc/can/parser.py,MessageState,parse,1,noref_survived,35,1522,364,0,1,0,0,0,0,0,0,0,1,15,0,21,631.3161507453316,3,3,16,0.0,0,0,8.454545454545455,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/783,tests/test_api_server.py,,run,1,noref_survived,15,655,121,0,1,0,0,0,0,1,0,0,0,5,0,6,36.0,3,0,8,0.0,0,0,4.666666666666667,survived
haliax,https://github.com/stanford-crfm/haliax/pull/133,tests/test_scatter_gather.py,,test_single_batched_selector,1,noref_survived,7,304,103,0,4,0,0,0,1,1,0,0,0,4,0,3,15.509775004326936,0,0,7,0.0,0,0,1.6666666666666667,survived
haliax,https://github.com/stanford-crfm/haliax/pull/133,tests/test_scatter_gather.py,,test_selector_adds_new_axis,1,noref_survived,8,386,133,0,5,0,0,0,1,1,0,0,0,5,0,3,15.509775004326936,0,0,10,0.0,0,0,2.375,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2553,alpha_factory_v1/backend/agents/biotech_agent.py,BiotechAgent,init_async,1,noref_survived,2,143,22,5,2,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,2,0.0,0,0,4.0,survived
mochi,https://github.com/mochilang/mochi/pull/7357,tests/rosetta/x/Python/15-puzzle-solver/15-puzzle-solver-1.py,,slide_print,1,noref_survived,5,175,73,0,2,0,0,0,0,1,0,0,0,2,1,3,25.26619429851844,1,1,10,0.0,0,0,1.0,survived
mochi,https://github.com/mochilang/mochi/pull/7357,tests/rosetta/x/Python/15-puzzle-solver/15-puzzle-solver-1.py,,encode_cfg,1,noref_survived,6,129,43,0,2,0,0,0,0,1,0,0,1,2,0,2,28.529325012980813,1,2,3,0.0,0,0,1.5,survived
mochi,https://github.com/mochilang/mochi/pull/7357,tests/rosetta/x/Python/15-puzzle-solver/15-puzzle-solver-2.py,,build_conflict_table,1,noref_survived,195,9458,2700,0,3,0,0,0,0,1,0,0,0,193,0,1,0.0,0,0,1,0.0246305418719211,0,0,14.0,survived
mochi,https://github.com/mochilang/mochi/pull/7357,tests/rosetta/x/Python/15-puzzle-solver/15-puzzle-solver-2.py,Position,__init__,1,noref_survived,12,890,188,51,1,0,0,0,0,1,0,1,0,6,0,2,4.754887502163469,1,2,3,0.037037037037037,0,0,3.333333333333333,survived
mochi,https://github.com/mochilang/mochi/pull/14823,third_party/tree-sitter-racket/bindings/python/tree_sitter_racket/__init__.py,,_get_query,1,noref_survived,4,147,35,0,2,1,0,0,0,0,1,0,1,2,0,1,4.754887502163469,0,2,4,0.0,0,0,4.333333333333333,survived
OctoPrint-OctoEverywhere,https://github.com/QuinnDamerell/OctoPrint-OctoEverywhere/pull/118,moonraker_octoeverywhere/moonrakercredentialmanager.py,MoonrakerCredentialManager,_ReadSingleJsonObject,1,noref_survived,12,881,84,0,4,0,0,0,0,0,1,0,1,2,0,5,50.18947501009619,2,2,6,0.2352941176470588,0,0,4.75,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3535,tests/test_agent_aiga_entrypoint.py,TestAgentAIGAEntry.DummyEvolver,__init__,1,noref_survived,2,62,13,0,1,0,0,0,0,1,0,1,0,0,0,1,0.0,0,3,0,0.0,0,0,2.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/302,alpha_factory_v1/demos/omni_factory_demo/plugins/example_agent_plugin.py,,register,1,noref_survived,2,78,11,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,1,0.0,0,0,0.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/313,alpha_factory_v1/demos/alpha_agi_business_v1/alpha_agi_business_v1.py,AlphaDiscoveryAgent,step,1,noref_survived,4,148,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,1,0.0,0,0,4.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/316,alpha_factory_v1/demos/solving_agi_governance/governance_sim.py,,summarise_with_agent,1,noref_survived,19,1147,141,37,3,0,0,0,0,0,0,0,1,3,0,2,0.0,1,5,5,0.0,1,0,6.875,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/320,alpha_factory_v1/demos/cross_industry_alpha_factory/cross_alpha_discovery_stub.py,,discover_alpha,1,noref_survived,30,1265,213,30,2,0,0,0,0,0,0,0,1,7,0,10,53.30296890880645,3,3,12,0.0,1,1,4.8,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/322,tests/test_meta_agentic_notebook.py,TestMetaAgenticNotebook,test_notebook_v1_valid,1,noref_survived,2,153,17,0,4,0,0,0,1,1,0,0,0,0,0,1,0.0,0,1,2,0.0,0,0,4.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/329,alpha_factory_v1/demos/era_of_experience/agent_experience_entrypoint.py,,detect_yield_curve_alpha_tool,1,noref_survived,3,124,24,0,5,0,0,0,0,0,0,0,1,1,0,1,0.0,0,0,2,0.0,0,0,3.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/337,alpha_factory_v1/demos/muzero_planning/agent_muzero_entrypoint.py,,_serve_runtime,1,noref_survived,2,57,12,0,2,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0,1,0.0,0,0,0.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/337,alpha_factory_v1/demos/muzero_planning/agent_muzero_entrypoint.py,AgentRuntime,register,1,noref_survived,2,65,14,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,2,0,0.0,0,0,2.5,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/340,alpha_factory_v1/demos/aiga_meta_evolution/openai_agents_bridge.py,,checkpoint,1,noref_survived,3,80,15,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,2,0.0,0,1,0.0,survived
mochi,https://github.com/mochilang/mochi/pull/6086,tests/machine/x/python/record_assign.py,Counter,__init__,1,noref_survived,2,51,15,0,1,0,0,0,0,1,0,1,0,1,0,1,0.0,0,2,0,0.0,0,0,2.5,survived
mochi,https://github.com/mochilang/mochi/pull/6086,tests/machine/x/python/tail_recursion.py,,sum_rec,1,noref_survived,4,107,32,0,2,0,0,0,0,1,0,0,1,0,0,2,25.26619429851844,1,2,1,0.0,0,0,2.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/892,tests/test_agents.py,,_free_port,1,noref_survived,6,138,41,0,2,0,0,0,0,1,1,0,1,2,0,1,0.0,0,0,4,0.0,0,0,2.5,survived
